adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/r5Gk86L6tfxh9PU1HOXlszxMNxL.jpg,"[18, 10751, 10770]",25373,de,A Cry in the Wild,"13-year-old Brian is the sole survivor of an unreported plane crash. Alone in the Yukon wilderness, Brian must learn to survive by his wits, find food and shelter, and brave wild, hungry animals until or if he is found.",0.4284,/o2xNHWOk6jXmwm1Cqbv1HAjByWf.jpg,1990-06-01,A Cry in the Wild,False,5.7,19
False,,[],1130720,ja,いつか帰ろう,1990 Original Video.,0.4011,/7PkC9xp2UE1ndXw2BLTMQOvgJUj.jpg,1990-03-08,Let’s Go Home Someday,False,0.0,0
False,,[],1227209,ja,本番　快感くらべ,Satoru Kobayashi Pinku.,0.2485,,1990-04-17,Real Pleasure Comparison,False,0.0,0
False,,[],1329549,ja,ザ・ＯＮＡＮＩＥ倶楽部３　変態ＯＬ篇,"The office lady is living with her older brother. She gets along well with her brother's wife, so she has no plans to live alone. Meanwhile, her brother has been transferred to America for a while. The night before he leaves, the couple have intense sex, as if they are reluctant to say goodbye for a while...",0.3472,/cd0ExtSMGwQVzHZgxVp7dNM7A8N.jpg,1990-07-27,The ONANIE Club 3: Perverted Office Lady,False,0.0,0
False,/ocwXskNQ9c4hSh0Ecw2wL2CnkTm.jpg,"[53, 10770]",177935,en,The Stranger Within,A troubled young man mysteriously appears in a rural Minnesota town from which he claims he was abducted 16 years ago.,0.4826,/acOUzqhSacnro7T7qYG0QlheJOw.jpg,1990-11-27,The Stranger Within,False,5.6,8
False,/mpVPS9URxGpbFMoGwZr0yAOB3RL.jpg,"[16, 35, 12, 10751, 10770]",64148,en,Garfield's Feline Fantasies,"Garfield and Odie fantasize that they are on a Middle-East mission to retrieve the Banana of Bombay, the symbol of humour to nations around the world.",0.3347,/kyqwKRNTgDbYgoR7Rxk5JGKqnn2.jpg,1990-05-18,Garfield's Feline Fantasies,False,6.529,17
False,/gfJRvTLJ0nHy7xfoKHza4lIgrMp.jpg,[18],379983,ja,雨女,"Rain in Tokyo area. Two girls holed up in their tiny apartment. They go out, steal cabbages, hit a supermarket and kill a cow. The sun comes out and changes everything.",0.3766,/4gUdw4px7rkPpqxqIKM87sdlJKF.jpg,1990-01-01,The Rain Women,False,4.0,1
False,/67FTs8BZPmmApNmgRMmRm1RHXGe.jpg,"[27, 53, 9648, 10770]",115666,en,Nightmare on the 13th Floor,"In this made-for-cable television horror thriller, a travel writer visits a historic hotel to write a story about it and inadvertently finds herself on the 13th floor where she witnesses a Satanic rite and tangles with an axe-wielding killer. She escapes, but no one believes her story because the hotel has no 13th floor.",0.7054,/r60QI9Cd1QlZ1Dp8dwZSMS5KKXQ.jpg,1990-10-31,Nightmare on the 13th Floor,False,5.2,21
False,,"[10751, 35, 10770]",564784,en,Disneyland's 35th Anniversary Special,Celebration of Disneyland's 35th Anniversary,0.3444,/nUAoRVhGZqsQMrUjKZ7f1rLclYD.jpg,1990-07-01,Disneyland's 35th Anniversary Special,False,6.0,1
False,,"[18, 27]",189322,es,La luna negra,"After experiencing a series of traumatic, seemingly unrelated, accidents, Eva begins to notice that her daughter Luna is behaving in increasingly strange ways.",0.282,/j9Al8ukmbHxb1VNBmaMtXNDpRMx.jpg,1990-04-14,The Black Moon,False,6.9,10
False,/hUiIzNoxDmCuRtbF0UtvfPaj2UN.jpg,[27],67730,en,Living Doll,"Howard, a shy morgue worker, falls in love with a girl who ends up in the morgue, but he doesn't let that stop him. Howard has a secret - he is in love with Christine. There's only one problem, Christine is DEAD! A grave was no place for Christine, the only place for her was at Howard's side. At last she was his, his to dress, his to feed and to care for.",0.3782,/1P2EoPYZw7TNbJa0hQBmWHdildI.jpg,1990-02-01,Living Doll,False,5.1,11
False,/vC5CSv2shpxiqSVZZqZpdYOzFMz.jpg,[35],152625,ml,അക്കരെയക്കരെയക്കരെ,"Ramdas and Vijayan are sent on a mission to the US to retrieve a priceless gold crown stolen from India. With a couple of clues, the comic duo embarks on the adventure.",0.358,/ks1nhkO1xvTuZE1iadkQJoQanlX.jpg,1990-01-01,Akkare Akkare Akkare,False,6.9,22
False,/epY2UJoDF6N6q5jUV0vyQPt4sUg.jpg,[18],218689,en,Backstreet Dreams,"Caught in the web of inner city violence, extortion and drugs, Dean Costello is a small-time gangster with big-time dreams for himself and his autistic son, Shane. When his marriage to Ludy falls apart the doctors tell Dean that there is no hope for his son, he turns to a wealthy child psychologist, Stephanie ""Stevie"" Bloom in a final effort to reach Shane. Stevie tries to convince Dean that he must commit himself to Shane and leave behind his life on the streets. But Dean's violent world continues to haunt him, and threatens to destroy the dreams he has for his son, for himself, and for Stevie. In a final battle, he must face overwhelming odds... alone.",0.4898,/sDhLDHPgYoGtuACQ3AqW3P5YJVA.jpg,1990-09-29,Backstreet Dreams,False,5.0,7
False,,[],1329542,ja,若奥様の生下着　いかせて！,"Two sisters who used to work as call girls at a hotel. The older sister has retired and is now living happily as the wife of a police officer. The younger sister is still actively working as a call girl at a hotel. When the younger sister notices that a police investigation has befallen her, she runs away, and the older sister chases after her, and the two end up heading to their hometown on a road trip.",0.4116,/sXgLleVJIPO11g7BAMg1ntynKrX.jpg,1990-07-20,Wakaokusama no namashitagi: Ikasete,False,0.0,0
False,/yjvDgbc1TOOzQdLomE7xAC5efHO.jpg,"[35, 18]",327877,tr,Aşk Filmlerinin Unutulmaz Yönetmeni,"Hasmet, director of love stories, wants to make a film which is different than the movies he made before. This movie has a social message. He tries to find a producer but film industry is mainly out of money. When he thinks he finds one, nothing goes as it planned.",0.3253,/7UtE6DLEkOimpptgnDXdcUkfnW8.jpg,1990-01-02,The Unforgettable Director of Love Movies,False,7.1,31
False,/lXKOAleIOyxlt7h1hXHJf5oo51w.jpg,"[27, 10770]",823096,ru,Час оборотня,"50 year old journalist Kovalev finally gets the chance to become the editor-in-chief of the newspaper. Not wanting to tempt fate, the hero turns to the party organizer for support. And then something unexpected happens, Kovalev's ankle is bitten by a dog, and he becomes a werewolf. Turning into a terrible dog at night, Kovalev has been prowling the city ever since and instilling fear in his readers. Policeman Vasily, the son of an unfortunate journalist, is entrusted to find and neutralize the beast.",0.2862,/f9mVTHZY7jqvdQApSlXKbmTeYjW.jpg,1990-02-01,The Werewolf Hour,False,5.0,1
False,,[18],355683,ml,നന്മനിറഞ്ഞവൻ ശ്രീനിവാസൻ,"Nanma Niranjavan Sreenivasan is a 1990 Indian Malayalam film, directed by Viji Thampi and produced by Kalliyoor Sasi. The film stars Jayaram, Urvashi, Mukesh and Ranjini in lead roles. The film had musical score by Johnson.",0.3097,/kdRJJbJo1gb7vDPBEEiPv7UXqtl.jpg,1990-03-19,Nanma Niranjavan Sreenivasan,False,7.0,2
False,,[99],664911,en,You,"I had been looking for someone's unnerving encounter, that conversation that one just couldn't get out of their head, the kind of event that leaves one still debating out loud while walking in the streets or doing one's tidies in the bathroom. After interviewing a few people, I found Lisa Black who obliged with one of her own and became the film's main character. A situation with many angles; the telling, the filming, the final projection event... YOU is an imaginary fictionalized you in a whimsical space.",0.4376,/tXOhpdUgcjC55s69Hesj1Jvwq0c.jpg,1990-01-07,You,False,6.111,9
False,/aWe0KJjDrJP6bIYyHO8KBEmWm7e.jpg,[28],87779,en,The Black Cobra 3,"Shipment of American weapons is stolen in the Philippines. An American named Hawkins tries to find the weapons. Hawkins ends up dead. Chicago policeman Bob Malone is called in to investigate. Along with Interpol agent Greg Duncan, Malone travels the streets of Manila, tracking down leads. Criminals always seem to know where Duncan and Malone will be, which leads them to suspect a traitor in their midst.",0.5152,/iiHcD2mGJpgVT6zmqBzRbnhT89b.jpg,1990-06-01,The Black Cobra 3,False,3.5,4
False,/duw70XDZhv8cyDCFyB6l2zjYNmM.jpg,"[18, 35]",41930,fr,Uranus,"After World War II, a small French village struggles to put the war behind as the controlling Communist Party tries to flush out Petain loyalists. The local bar owner, a simple man who likes to write poetry, who only wants to be left alone to do his job, becomes a target for Communist harassment as they try and locate a particular loyalist, and he pushes back.",0.5426,/g18EepYwT2KJrDaeeadrgb0lPSF.jpg,1990-12-12,Uranus,False,6.6,100
False,/bYoO2kQ19GeDucAjmZGFbZIFr80.jpg,"[28, 53]",222336,en,Silk 2,"Silk, the smoothest, toughest, and sexiest cop in Honolulu is hot on the trail of ruthless art smugglers who are after a priceless Asian Scroll. Silk will stop at nothing to get her man, even if it means blowing up an entire building.",0.6037,/4fdCLDFrErF3JgfvYHOln77CLwI.jpg,1990-08-22,Silk 2,False,4.0,6
False,/2LyYzPCHR6lVrAMSx60Nrnm3DAn.jpg,[37],128150,en,Bad Jim,"A cowpoke buys Billy the Kid's horse and, upon riding it, becomes an incorrigible outlaw himself.",0.4275,/tdm2yiSonE4C0ZcgnX0JIK6nsbn.jpg,1990-04-25,Bad Jim,False,7.3,3
False,/lzL5Xc4O8e8D2Xf4tTarDq5qQea.jpg,[35],58773,it,Turné,"Two stage actors leave on a tournée, but there's a matter to be settled: one has become the lover of the other's girlfriend and since they are very good friends, cannot bring himself to tell him.",0.4623,/um9H02RgLNdVnOMUJgv6QiKu3V5.jpg,1990-04-06,Turné,False,6.9,75
False,,[],1136099,ja,チンプイ エリさま活動大写真,"A theatrical version of Fujiko F. Fujio's original animation. While cleaning her room, Eri Kasuga discovers her nostalgic album, but it is stolen by a mysterious space creature that appears like a gust of wind.",0.5201,/el5EVydkvfnq8TORySB0KpNkQ4w.jpg,1990-03-10,Eri Chimpui Activity Large Photo,False,0.0,0
False,,[28],108653,ja,首都高速トライアル２,"Takahiro Yamane is the owner of an automobile tuning shop. His friend, Junichi Tashiro, has a girlfriend Nozomi who's a reporter and has connections to the race driver Keiichi Tsuchiya. Tashiro accepts a challenge from another street racer named Sawaki, and dies in the attempt. Nozomi shows Takahiro the Skyline GT-R that she bought for her late boyfriend. She gifts this car to him. Takahiro, while discouraged by her not to drive the Shutoko again, Sawaki challenges him to a duel.",0.6553,/pr34C3hhNlUf38hpQMDab7dWj18.jpg,1990-07-06,Freeway Speedway 2,False,0.0,0
False,/9BZ3s4z4zDdOWsAZStKotOUOeAM.jpg,[28],655604,ja,びんばりハイスクール,"The prestigious private Sakuraryo Gakuen, which has a 90-year tradition, has now lost its glory to the ground, and the back organization of the athletic club, the male “Black Warriors” and the female “Red Warriors”, have made use of them. One girl, Oda Yoko, who has transferred to such a school, sneaks into the principal's room to find out the truth of the death of her best friend, Atsushi Katayama",0.4649,/15aQHbWkf8QMJCr4jsj6R0GAZMF.jpg,1990-08-25,School Be-In Bully,False,0.0,0
False,/l3jmOKhIVzjYsYme3uylVjBXSUu.jpg,"[27, 878]",36529,en,Metamorphosis,A geneticists working on a drug to stop ageing tries it upon himself with horrendous consequences.,0.4106,/5JD2gl3IKH2B8mueEjD7KGvVeVu.jpg,1990-08-07,Metamorphosis,False,4.154,39
False,,[18],429096,it,Malizia oggi,"Michel (David D' Ingeo) knows Luna (Deborah Cali), an aspiring dancer, and it is love at first sight. But the boy is also attracted by her mother (Valentine Demy), which gives more time to the advances of the young. Luna, once discovered everything, despairs and runs away. Then, in revenge, he grants the father of Michel, her choreographer. Eventually, though, Michel manages to win her back.",0.4294,/jacXat28gUlUACQMFxjHwOpPsdR.jpg,1990-07-19,Malizia oggi,False,2.6,5
False,,"[28, 80, 18]",866612,te,కోకిల,"Siddhartha, a typical young man, falls in love with Kokila. She too eventually falls for him and both get married. At first they live happily, however later on Siddhartha loses his eyes in an accident, which is when trouble starts for them.",0.3788,/jwiQtNKZwyqwF9YZxllvMDO4KG3.jpg,1990-01-01,Kokila,False,0.0,0
False,/bIPKYkyWuQjkTfBupBmV9hamb6y.jpg,"[18, 10751, 10770]",325585,en,The Kid Who Loved Christmas,"In this sentimental holiday tale, a young boy is taken away from his loving, adoptive household when his new mom is killed in an auto accident and his traveling musician dad is deemed unfit to care for him, being on the road too much. Now, the only thing that can help is if a cold, bureaucratic adoption agency caseworker sees the error of her ways and allows them to be together.",0.4132,/oEtp1fKN8fHoQjkZ1ckA4XiFdPz.jpg,1990-12-14,The Kid Who Loved Christmas,False,6.6,4
False,/tivRXwjqcRUYtsQTA6Euqdh4F7f.jpg,"[27, 28]",303462,zh,魔幻紫水晶,Here's a fast paced action/comedy about a young couple who inadvertently are target of a blood cult from india when a dying hindu priest entrusts them with a sacred statue.,0.5335,/rYAUSD0CEn0yOJ9SvnoCXkjGsEN.jpg,1990-01-01,Magic Amethyst,False,0.0,0
False,/eN7ccUbk5S5k2aI5R6DW3lW0oCI.jpg,"[28, 10749]",401712,cn,西環的故事,"Chuang Peng, Kao Tieng Chiang and Li Shao Wei are three close friends living in poverty who decide to join the police force. However, one of them becomes consumed by greed and their friendship is tested to the limits.",0.3307,/qqQ8abQa8Qyc9ugkbJM2pBJwvOa.jpg,1990-11-16,Story of Kennedy Town,False,8.0,1
False,,"[53, 18, 10770, 80]",425315,en,Kojak: None So Blind,"After a flighty young woman accidentally witnesses a Mob hit in an Italian restaurant, New York Police Inspector Theo Kojak must both protect her from an unscrupulous Dutch hitman, and bring Mob kingpin Tony Salducci to justice.",0.4628,/yAAZxl3jzrNegj0it70ra4DK4Ui.jpg,1990-04-07,Kojak: None So Blind,False,6.0,1
False,/bwHhxjTEQZ05gJZOjNlTbsJ4jfo.jpg,"[12, 14]",5086,en,Quest for the Mighty Sword,"Once upon a time a god gave a mighty sword to the king of Aquiles to bring justice to his people. Now he wants it back - but the king rather gives his life than the sword. Goddess Dehamira, who spoke for him, is being taken all her privileges and banned in a circle of fire, until a human arrives who's strong enough to free her. When prince Ator becomes 18, he gets the sword from the mean sorcerer gnome Grindl, to free Dehamira and his people. On his journey he has to fight against dragons and other fantastic figures.",0.4357,/dZPbJAmvjippEd731kjN4IXi2O0.jpg,1990-08-29,Quest for the Mighty Sword,False,3.5,18
False,,[18],462158,ru,Хомо Новус,A divorced young math teacher is tormented by her high school students.,0.4077,/cV2wnY6wPAxq6yVBJcjZs7SLrhr.jpg,1990-09-07,Homo Novus,False,0.0,0
False,/5cnpXOYtqq2gGYLwiFVL8WyvNLZ.jpg,[99],79538,en,Listen Up: The Lives of Quincy Jones,"The extraordinary life of Quincy Jones -- one of the 20th century's most influential and talented composers, musicians and music producers -- provides the basis of this offbeat, free-form documentary tribute. With little regard for formal timelines and traditional documentary biography methods, the film is an amazing patchwork of personal insights featuring a constellation of music stars including his long-time friend Ray Charles, Miles Davis, Frank Sinatra, Herbie Hancock, Ella Fitzgerald, Michael Jackson, Aretha Franklin, Dizzy Gillespie and rappers Big Daddy Kane and Flavor Flav, as well as politicians, filmmakers and other important people. Some of the most moving scenes involve Jones returning to his childhood home in Chicago and recounting honest and painful memories from his childhood. Jones does not shy from discussing everything -- from his mother's mental illness, to his marital problems, to his serious health conditions. He also looks frankly at his career.",0.4578,/jHwh2beowhcgcxzSI0YZTlwjJiG.jpg,1990-10-05,Listen Up: The Lives of Quincy Jones,False,6.0,1
